text,labels,split
"As Pope Francis has recently emphasized with respect to marriage , it is good to keep the ideals of Christ as beacons for society .",['MORAL/ETHICAL VALUES'],train
What Judaism and Catholicism both teach are relevant to what the law ought to be when both Jews and Catholics will be expected to obey the law .,['MORAL/ETHICAL VALUES'],train
"General laws in a pluralistic society do not , and should not , consider the specific tenants of any particular religion .",['MORAL/ETHICAL VALUES'],train
"Everything else is just misogyny , cruelty , and superstition .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
And God do n't like it .,['MORAL/ETHICAL VALUES'],train
"- It often leads to unwanted memories , which can result into great stress and depression .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"These type of methods often lead to sterility or other harm , even death .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"It may be one of the most common surgical procedures in the world , but it is hardly a harmless one .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
If the patient needs a surgery then it should be made available .,['OTHER'],train
"Every American doctor must take this fundamental oath , which says "" First , do no harm "" .",['MORAL/ETHICAL VALUES'],train
Only those already born ' qualified ' for protection .,['FETAL/NEWBORN RIGHTS'],train
"The Clintons ’ shrewd formula — “ Safe , legal , and rare ” — may have been born of political necessity , but it misstates the truth .",['OTHER'],train
"In other words , arguments based on “ choice ” or “ privacy ” miss the point entirely .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Time defined privacy , in relation to abortion , as the ability of a woman to "" decide what happens to her own body "" .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Therapeutic abortion supplements spontaneous abortion when the natural “ abortion mill ” in a woman ’s uterus fails to identify and expel an ill-conceived pregnancy .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Often a woman is too afraid to speak up or is unaware she is pregnant , thus the morning after pill is ineffective in these situations .",['RESPONSIBILITY'],train
Thomson ' s variant of this argument draws an analogy between forcing a woman to continue an unwanted pregnancy and forcing a person to allow his body to be used to maintain blood homeostasis ( as a dialysis machine is used ) for another person suffering from kidney failure .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Degree of Dependency : If viability makes us human , then all those who depend on insulin or kidney medication are not valuable and we may kill them .",['FETAL/NEWBORN RIGHTS'],train
"But if I caused another person to become dependent on me , then I would owe him assistance .",['OTHER'],train
"They are really talking about potentials , not persons .",['FETAL/NEWBORN RIGHTS'],train
We will never know what they might have contributed to this world .,['CONSEQUENCES OF CHILDBIRTH'],train
"By tampering with a life , aren t we acting against the creator of the world ?",['MORAL/ETHICAL VALUES'],train
"Pope Francis condemned "" ' the throwaway culture ' "" in Jan. 2014 , stating that "" what is thrown away is not only food and dispensable objects , but often human beings themselves , who are discarded as ' unnecessary ' .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"’ ” ( LifeNews ) “ These babies , and we all KNOW these are babies , have committed no crimes , yet you and yours sentence them to a horrible , painful death . ”",['FETAL/NEWBORN RIGHTS'],train
"We know , for example , that the DNA that is present in the zygote is precisely the same DNA that each person possesses at the moment of their death ... We know now that a life in utero dreams , and can feel pain after five months ... Every human life has potential , and every human life is precious . """,['FETAL/NEWBORN RIGHTS'],train
"If we measure the beginning of meaningful life by the same benchmark we use to measure the end of meaningful life for comatose patients , a secular argument can be made that the beginning of brain function , which actually precedes viability , is more important in determining the beginning of meaningful personhood than likelihood of survival outside the mother ’s body .",['FETAL/NEWBORN RIGHTS'],train
"And why is this particular degree of development ( i.e. , higher brain function ) decisive rather than another ?",['FETAL/NEWBORN RIGHTS'],train
"3 months . . . 3 years , by all the arguments listed above we should be able to snuff out the kid whenever it becomes convenient . ”",['FETAL/NEWBORN RIGHTS'],train
"If I want to unplug eight months into the procedure , I still have the right to unplug .",['OTHER'],train
How long can we sustain our commitment to freedom if we continue to deny the very foundation of freedom - life - for the most vulnerable human beings ?,['FETAL/NEWBORN RIGHTS'],train
The only way people can successfully live together in community is to give up a measure of personal freedom .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Most healthy women can go home the same day .,['OTHER'],train
"Abbot Placid Solari and the monks of Belmont Abbey donated land adjacent to Belmont Abbey for “ A Room at the Inn , ” now called Mira-Via , so that women will not feel pressured to terminate either their pregnancies or their educations .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"First , they argued that the Fifth Circuit was wrong in applying the “ undue burden ” standard — the judicial measure for abortion restrictions that resulted from the Casey decision — in concluding that a court should not second-guess a state legislature ’s view that a restriction was necessary to protect women ’s health and in concluding that an anti-abortion law may be enforced even if it resulted in significant reduction of access to abortion in a state .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
Equality values help to identify the kinds of restrictions on abortion that are unconstitutional under Casey ’s undue burden test .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Is this really the equality we were looking for 42 years ago ?,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Across six Gallup polls taken from 1996 to 2012 , self-identified pro-choicers consistently outnumbered self-identified pro-lifers .",['OTHER'],train
"Some wo n’t , but I ’m honestly more interested in pulling the moderates to our side than I am worried about helping the most hardcore pro-choice people become even more extreme .",['OTHER'],train
"Ironically , their biggest threat is from those they claim to champion : women .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
First is its lack of bowing or scraping for its pro-woman position .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Why not get your tubes tied or have your man castrated ?,['RESPONSIBILITY'],train
"It ruled that "" severe depression and loss of esteem can follow . """,['OTHER'],train
"If all three premises are true , the pro-life conclusion follows .",['OTHER'],train
"On balance , we see human beings as assets , not liabilities .",['FETAL/NEWBORN RIGHTS'],train
The cardiovascular system is the first major system to function .,['OTHER'],train
We did all of this and we were the first state to do a ' choose life ' license plate .,['FETAL/NEWBORN RIGHTS'],train
It ' s like driving over a man-shaped overcoat in the street at night or shooting toxic chemicals into a building that you ' re not sure is fully evacuated .,['FETAL/NEWBORN RIGHTS'],train
"You ' re not sure there is a person there , but you ' re not sure there is n't either , and it just so happens that there is a person there , and you kill him .",['FETAL/NEWBORN RIGHTS'],train
I rather be unwanted then by someone who did n't deserve me then to be dead .,['FETAL/NEWBORN RIGHTS'],train
Thanks for showing us just how incredibly horrifying your mind is .,['OTHER'],train
Seven members of the Supreme Court agreed .,['OTHER'],train
"In a contest between an adult with rights that have already attached , and a fetus whose status is ambiguous , the adult wins .",['FETAL/NEWBORN RIGHTS'],train
It this gift should not be stolen .,['OTHER'],train
"Of course people can get past these things , but they are deep , permanent scars that will never go away , and are better to be avoided .",['OTHER'],train
"They use these words over and over , as if repeating them often enough will somehow make us all decide that an acorn is actually an oak tree and having a carton of eggs in the fridge is the same as owning a dozen chickens .",['FETAL/NEWBORN RIGHTS'],train
"Mercifully , a growing percent of people , including many Christians , do n’t think the Bible is the perfect word of God .",['MORAL/ETHICAL VALUES'],train
