sentence,labels
"Nuclear power is the only energy-producing industry which takes full responsibility for managing all its wastes , and bears the cost of this .",['WASTE']
"There are now many hundreds of reactor years of experience , and Chernobyl was the only accident that injured the public .",['ACCIDENTS/SECURITY']
"Safety is a major consideration throughout the design , construction , and operation of a nuclear power plant .",['ACCIDENTS/SECURITY']
"Studies by numerous health entities , including the National Cancer Institute and the United Nations Scientific Committee on the Effects of Atomic Radiation , show that US nuclear power plants effectively protect the public ' s health and safety .",['HEALTH_EFFECTS']
"True , but the level of radioactivity is very low & with normal engineering , they pose no threat to anyone .",['HEALTH_EFFECTS']
"The nuclear industry has an excellent safety record , with some 14,800 reactor years of operation spanning five decades .",['ACCIDENTS/SECURITY']
"Its supply is endless , unlike that of nuclear energy .",['RELIABILITY']
FS-MSRs operate with very low excess reactivity .,['TECHNOLOGICAL_INNOVATION']
"During this time , no one in the U.S. has died or been injured as a result of operations at a commercial nuclear power plant .",['HEALTH_EFFECTS']
"Nuclear turns out to be five times safer than oil , ten times safer than gas and 100 times safer than hydro-electric dams .","['FOSSIL_FUELS', 'RENEWABLES', 'ACCIDENTS/SECURITY']"
The reactor operates as a sealed system with an integrated salt processing system that is technically difficult to modify once contaminated .,['OTHER']
"This tech is already proven to be safe and controllable , well beyond that of other nuclear .",['ACCIDENTS/SECURITY']
"All traded uranium is sold for electricity production only , and two layers of international safeguards arrangements confirm this .",['WEAPONS']
GE is not about to give up on it ’s monopoly for building zirconium clad solid fuel rods that it can sell at almost any price because only they can be used in GE reactors .,['OTHER']
"If , on the other hand , existing power structures were challenged , and the closing of Roxby were carried out in conjunction with the closing of all uranium mines and a disbanding of uranium interests , then the safety of these ecosystems would be assured .",['ENVIRONMENTAL_IMPACT']
"Because the existing plants will be amortised at the end of their originally planned life time , huge financial profits can be realised for any day longer which these plants can be kept in operation .",['COSTS']
"Since the areas around nuclear power plants are so clean , they are often developed as wetlands that allow trees , flowers , and grasses to thrive and provide nesting areas for waterfowl and other birds .",['ENVIRONMENTAL_IMPACT']
"Wildlife has been flourishing there ( partly in the absence of humans , but clearly not harmed by the fallout ) , as described in Mary Mycio ’s book Wormwood Forest : A Natural History of Chernobyl .",['ENVIRONMENTAL_IMPACT']
And a 10 billion dollar per plant construction boondoggle was great while it lasted — - .,['COSTS']
Nuclear plants in California are only built to withstand earthquakes of only 7 – 7.5 .,['ACCIDENTS/SECURITY']
For example the closing of Roxby mine would prevent the destruction of the surrounding ecosystem including mound springs inhabited by forms of aquatic life found nowhere else in the world .,['ENVIRONMENTAL_IMPACT']
It can also cause damage to living things in and around the plants .,['ENVIRONMENTAL_IMPACT']
It was simply unthinkable that a mineral which could be profitably sold would be left in the ground .,['OTHER']
"Because nuclear energy has such a small impact on its surroundings , nuclear power plants provide excellent habitat for all species of plants and animals to thrive .",['ENVIRONMENTAL_IMPACT']
"It could be put right back in the ground where it came from . """,['OTHER']
"Here are some quotes : With radioactive cobalt , botanists can produce new types of plants .",['ENVIRONMENTAL_IMPACT']
Such an explosion would have been contained in a U.S. plant .,['ACCIDENTS/SECURITY']
"If building new plants is as dangerous as critiques claim , would n't these existing plants be shut down ?",['ACCIDENTS/SECURITY']
Many energy companies have created special nature parks or wildlife sanctuaries on plant sites .,['ENVIRONMENTAL_IMPACT']
"The Diablo Canyon plant , located 200 miles northwest of Los Angeles near Santa Barbara , was built in 1968 near two fault lines , one three miles off the coast that suffered a 7.1 earthquake in 1926 .",['ACCIDENTS/SECURITY']
"These measures have included pumping thousands of tons of seawater into the crippled reactors and spent fuel rod containment pools , dropping water from helicopters , and trying to plug a containment leak first with concrete , then a polymer , and finally with sawdust and rags .",['OTHER']
"8 The direct effects on the environment of this action include release of low-level radiation , increased fog in the Harrisburg area ( caused by operation of the plant ' s cooling towers ) , and the release of warm water into the Susquehanna River .",['ENVIRONMENTAL_IMPACT']
"Murray E. Jennex , an associate professor at San Diego State University with 20 years of experience in examining nuclear containment structures , believes that because these ad hoc measures are untested , they could be leading to greater problems , as spraying water everywhere wrecks delicate electrical equipment ; “ They dumped water all over the place … They keep on generating more contamination .",['ENVIRONMENTAL_IMPACT']
The immense pressure of the water on an already compromised containment structure subject to continuing aftershocks could be enough to crack it open .,['ACCIDENTS/SECURITY']
Nuclear power plants use much more water than alternatives .,['ENVIRONMENTAL_IMPACT']
"The direct effects of this action include release of low-level radiation , increased fog , and the release of warm water into the Susquehanna River , all of which effects the NRC has considered .",['ENVIRONMENTAL_IMPACT']
"Such demands on water resources are impractical , harm agriculture , and general raise water utility prices .",['ENVIRONMENTAL_IMPACT']
The immense heat given off by this water can also be damaging to eco systems located nearby the reactor .,['ENVIRONMENTAL_IMPACT']
"Presently 45 % of the freshwater usage in USA is for thermal power plants , which is completely unsustainable .",['ENVIRONMENTAL_IMPACT']
Nuclear energy requires substantial water to cool the reactor Nuclear power plants are only 35 % thermally efficient .,['ENVIRONMENTAL_IMPACT']
Nuclear plants require significant quantities of water to remove the waste heat - usually into the environment .,['ENVIRONMENTAL_IMPACT']
"You can not prevent CO2 emission altogether and as long as a MSR run as a standard thermal power plant you can not prevent the release of methane , water vapor and CO2 from cooling water .",['ENVIRONMENTAL_IMPACT']
"Cooling those operations often requires a whole lot of water , the drawing and releasing of which can affect aquatic wildlife .",['ENVIRONMENTAL_IMPACT']
There are no operating long-term waste storage sites in the U.S .,['WASTE']
It is DEFINITELY NOT TRUE that uranium is “ just as ” finite as dead plants .,['RELIABILITY']
There is currently no acceptable solution for disposal of radioactive waste .,['WASTE']
"The entire LWR-waste processing system is n’t tested , but the components are , in different industries ; the LWR industry is n’t close to handling nuclear waste the “ best way ” , they make too much money making nuclear waste and storing it .","['TECHNOLOGICAL_INNOVATION', 'WASTE']"
Nuclear waste is not being reprocessed except in a very few countries .,['WASTE']
"The increased opposition to nuclear power does not seem to result from a fear of it , as there have been no major nuclear disasters anywhere in the world since 2011 .",['ACCIDENTS/SECURITY']
So that means no trees that we need can get cut down .,['OTHER']
Australia does n't have any places away from people to put it .,['OTHER']
There is no operating repository site anywhere in the world for high-level radioactive waste .,['WASTE']
"It ’s difficult , if not impossible , for the U.S. to impose its will on the state of Nevada ( or other places ) if they do n’t want to host long-term storage of waste .",['WASTE']
